buytotalprice,carparking,Typeofownership,Facing,Bookingamount,FurnishingStatus
799000,yes,joint,north,4323,semi furnished
410000,yes,joint,north,4324,semi furnished
247000,yes,joint,north,4325,semi furnished
1900000,yes,joint,north,4326,semi furnished
329000,yes,joint,north,4327,semi furnished
245000,yes,joint,north,4328,semi furnished
175000,yes,joint,north,4329,semi furnished
245000,yes,joint,north,4330,semi furnished
340000,yes,joint,north,4331,semi furnished
63000,yes,joint,north,4332,semi furnished
80000,yes,joint,north,4333,semi furnished
529900,yes,joint,north,4334,semi furnished
739900,yes,joint,north,4335,semi furnished
499900,yes,joint,north,4336,semi furnished
239900,yes,joint,north,4337,semi furnished
215000,yes,joint,north,4338,semi furnished
239900,yes,joint,north,4339,semi furnished
280000,yes,joint,north,4340,semi furnished
439900,yes,joint,north,4341,semi furnished
339000,yes,joint,north,4342,semi furnished
239900,yes,joint,north,4343,semi furnished
600000,yes,joint,north,4344,semi furnished
669900,yes,joint,north,4345,semi furnished
233000,yes,joint,north,4346,semi furnished
299000,yes,joint,north,4347,semi furnished
375000,yes,joint,north,4348,semi furnished
397000,yes,joint,north,4349,semi furnished
429900,yes,joint,north,4350,semi furnished
439900,yes,joint,north,4351,semi furnished
189900,yes,joint,north,4352,semi furnished
199900,yes,joint,north,4353,semi furnished
199900,yes,joint,north,4354,semi furnished
189900,yes,joint,north,4355,semi furnished
189900,yes,joint,north,4356,semi furnished
199900,yes,joint,north,4357,semi furnished
199900,yes,joint,north,4358,semi furnished
475000,yes,joint,north,4359,semi furnished
575000,yes,joint,north,4360,semi furnished
749900,yes,joint,north,4361,semi furnished
698000,yes,joint,north,4362,semi furnished
324900,yes,joint,north,4363,semi furnished
275000,yes,joint,north,4364,semi furnished
479900,yes,joint,north,4365,semi furnished
339000,yes,joint,north,4366,semi furnished
418000,yes,joint,north,4367,semi furnished
107900,yes,joint,north,4368,semi furnished
220999,yes,joint,north,4369,semi furnished
699900,yes,joint,north,4370,semi furnished
249000,yes,joint,north,4371,semi furnished
650000,yes,joint,north,4372,semi furnished
259900,yes,joint,north,4373,semi furnished
259900,yes,joint,north,4374,semi furnished
259900,yes,joint,north,4375,semi furnished
259900,yes,joint,north,4376,semi furnished
259900,yes,joint,north,4377,semi furnished
259900,yes,joint,north,4378,semi furnished
259900,yes,joint,north,4379,semi furnished
259900,yes,joint,north,4380,semi furnished
259900,yes,joint,north,4381,semi furnished
315000,yes,joint,north,4382,semi furnished
425000,yes,joint,north,4383,semi furnished
125000,yes,joint,north,4384,semi furnished
429000,yes,joint,north,4385,semi furnished
485000,yes,joint,north,4386,semi furnished
289900,yes,joint,north,4387,semi furnished
99900,yes,joint,north,4388,semi furnished
455000,yes,joint,north,4389,semi furnished
249900,yes,joint,north,4390,semi furnished
449000,yes,joint,north,4391,semi furnished
149900,yes,joint,north,4392,semi furnished
259900,yes,joint,north,4393,semi furnished
249900,yes,joint,north,4394,semi furnished
125000,yes,joint,north,4395,semi furnished
100000,yes,joint,north,4396,semi furnished
269900,yes,joint,north,4397,semi furnished
139900,yes,joint,north,4398,semi furnished
139900,yes,joint,north,4399,semi furnished
499900,yes,joint,north,4400,semi furnished
89900,yes,joint,north,4401,semi furnished
339500,yes,joint,north,4402,semi furnished
165000,yes,joint,north,4403,semi furnished
759000,yes,joint,north,4404,semi furnished
199900,yes,joint,north,4405,semi furnished
210000,yes,joint,north,4406,semi furnished
94900,yes,joint,north,4407,semi furnished
689000,yes,joint,north,4408,semi furnished
262000,yes,joint,north,4409,semi furnished
261000,yes,joint,north,4410,semi furnished
225000,yes,joint,north,4411,semi furnished
239900,yes,joint,north,4412,semi furnished
210000,yes,joint,north,4413,semi furnished
100000,yes,joint,north,4414,fully furnished
469000,yes,joint,north,4415,fully furnished
65000,yes,joint,north,4416,fully furnished
359900,yes,joint,north,4417,fully furnished
159900,yes,joint,north,4418,fully furnished
299900,yes,joint,north,4419,fully furnished
799900,yes,joint,north,4420,fully furnished
141000,yes,joint,north,4421,fully furnished
439900,yes,joint,north,4422,fully furnished
469000,yes,joint,north,4423,fully furnished
589900,yes,joint,north,4424,fully furnished
599900,yes,joint,north,4425,fully furnished
190000,yes,joint,north,4426,fully furnished
439900,yes,joint,north,4427,fully furnished
277900,yes,joint,north,4428,fully furnished
639900,yes,joint,north,4429,fully furnished
359000,yes,joint,north,4430,fully furnished
299900,yes,joint,north,4431,fully furnished
459000,yes,joint,north,4432,fully furnished
699000,yes,joint,north,4433,fully furnished
249900,yes,joint,north,4434,fully furnished
99900,yes,joint,north,4435,fully furnished
124000,yes,joint,north,4436,fully furnished
189900,yes,joint,north,4437,fully furnished
180000,yes,joint,north,4438,fully furnished
219900,yes,joint,north,4439,fully furnished
533000,yes,joint,north,4440,fully furnished
399900,yes,joint,north,4441,fully furnished
1590000,yes,joint,north,4442,fully furnished
99500,yes,joint,north,4443,fully furnished
139900,yes,joint,north,4444,fully furnished
189900,yes,joint,north,4445,fully furnished
919900,yes,joint,north,4446,fully furnished
939900,yes,joint,north,4447,fully furnished
874900,yes,joint,north,4448,fully furnished
804900,yes,joint,north,4449,fully furnished
884900,yes,joint,north,4450,fully furnished
879900,yes,joint,north,4451,fully furnished
789900,yes,joint,north,4452,fully furnished
799900,yes,joint,north,4453,fully furnished
944900,yes,joint,north,4454,fully furnished
1014900,yes,joint,north,4455,fully furnished
884900,yes,joint,north,4456,fully furnished
809900,yes,joint,north,4457,fully furnished
789900,yes,joint,north,4458,fully furnished
799900,yes,joint,north,4459,fully furnished
879900,yes,joint,north,4460,fully furnished
799900,yes,joint,north,4461,fully furnished
914900,yes,joint,north,4462,fully furnished
874900,yes,joint,north,4463,fully furnished
874900,yes,joint,north,4464,fully furnished
799900,yes,joint,north,4465,fully furnished
50000,yes,joint,north,4466,fully furnished
50000,yes,joint,north,4467,fully furnished
155000,yes,joint,north,4468,fully furnished
259900,yes,joint,north,4469,fully furnished
1799000,yes,joint,north,4470,fully furnished
449900,yes,joint,north,4471,fully furnished
479900,yes,joint,north,4472,fully furnished
995000,yes,joint,north,4473,fully furnished
249900,yes,joint,north,4474,fully furnished
289000,yes,joint,north,4475,fully furnished
352000,yes,joint,north,4476,fully furnished
130000,yes,joint,north,4477,fully furnished
275000,yes,joint,north,4478,fully furnished
129000,yes,joint,north,4479,fully furnished
298000,yes,joint,north,4480,fully furnished
230000,yes,joint,north,4481,fully furnished
1490000,yes,joint,north,4482,fully furnished
389900,yes,joint,north,4483,fully furnished
524900,yes,joint,north,4484,fully furnished
349900,yes,joint,north,4485,fully furnished
229900,yes,joint,north,4486,fully furnished
30000,yes,joint,north,4487,fully furnished
125000,yes,joint,north,4488,fully furnished
879999,yes,joint,north,4489,fully furnished
799000,yes,joint,north,4490,fully furnished
277400,yes,joint,north,4491,fully furnished
799900,yes,joint,north,4492,fully furnished
1575000,yes,joint,north,4493,fully furnished
1590000,yes,joint,north,4494,fully furnished
1995000,yes,joint,north,4495,fully furnished
999000,yes,joint,north,4496,fully furnished
1899000,yes,joint,north,4497,fully furnished
804900,yes,joint,north,4498,fully furnished
892900,yes,joint,north,4499,fully furnished
959600,yes,joint,north,4500,fully furnished
239000,yes,joint,north,4501,fully furnished
299900,yes,joint,north,4502,fully furnished
349000,yes,joint,north,4503,fully furnished
189900,yes,joint,north,4504,fully furnished
299990,yes,joint,north,4505,fully furnished
235000,yes,joint,north,4506,fully furnished
299000,yes,joint,north,4507,fully furnished
265000,yes,joint,north,4508,fully furnished
490000,yes,joint,north,4509,fully furnished
195500,yes,joint,north,4510,fully furnished
139988,yes,joint,north,4511,fully furnished
279900,yes,joint,north,4512,fully furnished
399900,yes,joint,north,4513,fully furnished
99000,yes,joint,north,4514,fully furnished
265000,yes,joint,north,4515,fully furnished
2500000,yes,joint,north,4516,fully furnished
279900,yes,joint,north,4517,fully furnished
178704,yes,joint,north,4518,fully furnished
250000,yes,joint,north,4519,fully furnished
250000,yes,joint,north,4520,fully furnished
265000,yes,joint,north,4521,fully furnished
328073,yes,joint,north,4522,fully furnished
189000,yes,joint,north,4523,fully furnished
326131,yes,joint,north,4524,fully furnished
254900,yes,joint,north,4525,fully furnished
285000,yes,joint,north,4526,fully furnished
215000,yes,joint,north,4527,fully furnished
319900,yes,joint,north,4528,fully furnished
124900,yes,joint,north,4529,fully furnished
235000,yes,individual,north,4530,fully furnished
244900,yes,individual,north,4531,fully furnished
244900,yes,individual,north,4532,fully furnished
236900,yes,individual,north,4533,fully furnished
99000,yes,individual,north,4534,fully furnished
285000,yes,individual,north,4535,fully furnished
219500,yes,individual,north,4536,fully furnished
280000,yes,individual,north,4537,fully furnished
249900,yes,individual,north,4538,fully furnished
249900,yes,individual,north,4539,fully furnished
349900,yes,individual,north,4540,fully furnished
139900,yes,individual,north,4541,fully furnished
280000,yes,individual,north,4542,fully furnished
240000,yes,individual,north,4543,fully furnished
259900,yes,individual,north,4544,fully furnished
119000,yes,individual,north,4545,fully furnished
144900,yes,individual,north,4546,fully furnished
169000,yes,individual,north,4547,fully furnished
169000,yes,individual,north,4548,fully furnished
89900,yes,individual,north,4549,fully furnished
187000,yes,individual,north,4550,fully furnished
19900,yes,individual,north,4551,fully furnished
230000,yes,individual,north,4552,fully furnished
164900,yes,individual,north,4553,fully furnished
149900,yes,individual,north,4554,fully furnished
76000,yes,individual,north,4555,fully furnished
241900,yes,individual,north,4556,fully furnished
399000,yes,individual,north,4557,fully furnished
154900,yes,individual,north,4558,fully furnished
199900,yes,individual,north,4559,fully furnished
294900,yes,individual,north,4560,fully furnished
285000,yes,individual,north,4561,fully furnished
299900,yes,individual,north,4562,fully furnished
219900,yes,individual,north,4563,fully furnished
339900,yes,individual,north,4564,fully furnished
285900,yes,individual,north,4565,fully furnished
209999,yes,individual,north,4566,fully furnished
499900,yes,individual,north,4567,fully furnished
165000,yes,individual,north,4568,fully furnished
165000,yes,individual,north,4569,fully furnished
165000,yes,individual,north,4570,fully furnished
165000,yes,individual,north,4571,fully furnished
200000,yes,individual,north,4572,fully furnished
340000,yes,individual,north,4573,fully furnished
362900,yes,individual,north,4574,fully furnished
279968,yes,individual,north,4575,fully furnished
533900,yes,individual,north,4576,fully furnished
90000,yes,individual,north,4577,fully furnished
199500,yes,individual,north,4578,fully furnished
269900,yes,individual,north,4579,fully furnished
199900,yes,individual,north,4580,fully furnished
145000,yes,individual,north,4581,fully furnished
175000,yes,individual,north,4582,fully furnished
178000,yes,individual,north,4583,fully furnished
157500,yes,individual,north,4584,fully furnished
139900,yes,individual,north,4585,fully furnished
129900,yes,individual,north,4586,fully furnished
239900,yes,individual,north,4587,fully furnished
260000,yes,individual,north,4588,fully furnished
450000,yes,individual,north,4589,fully furnished
175000,yes,individual,north,4590,fully furnished
239900,yes,individual,north,4591,fully furnished
250000,yes,individual,north,4592,fully furnished
1,yes,individual,north,4593,fully furnished
145000,yes,individual,north,4594,fully furnished
325000,yes,individual,north,4595,fully furnished
195000,yes,individual,north,4596,fully furnished
240000,yes,individual,north,4597,fully furnished
425000,yes,individual,north,4598,fully furnished
299988,yes,individual,north,4599,fully furnished
159000,yes,individual,north,4600,fully furnished
314900,yes,individual,north,4601,fully furnished
205000,yes,individual,north,4602,fully furnished
27500,yes,individual,north,4603,fully furnished
120000,yes,individual,north,4604,fully furnished
127000,yes,individual,north,4605,fully furnished
357900,yes,individual,north,4606,fully furnished
225000,yes,individual,north,4607,fully furnished
98000,yes,individual,north,4608,fully furnished
79900,yes,individual,north,4609,fully furnished
209900,yes,individual,north,4610,fully furnished
285000,yes,individual,north,4611,fully furnished
925000,yes,individual,north,4612,fully furnished
239000,yes,individual,north,4613,fully furnished
136900,yes,individual,north,4614,fully furnished
409000,yes,individual,north,4615,fully furnished
415000,yes,individual,north,4616,fully furnished
749500,yes,individual,north,4617,fully furnished
750000,yes,individual,north,4618,fully furnished
230000,yes,individual,north,4619,fully furnished
949949,yes,individual,north,4620,fully furnished
569000,yes,individual,north,4621,fully furnished
500000,yes,individual,north,4622,fully furnished
950000,yes,individual,north,4623,fully furnished
1250000,yes,individual,north,4624,fully furnished
849995,yes,individual,north,4625,fully furnished
1000000,yes,individual,north,4626,fully furnished
989950,yes,individual,north,4627,fully furnished
1150000,yes,individual,north,4628,fully furnished
349000,yes,individual,north,4629,fully furnished
865000,yes,individual,north,4630,fully furnished
639000,yes,individual,north,4631,fully furnished
1195000,yes,individual,north,4632,fully furnished
1315000,yes,individual,north,4633,fully furnished
1235000,yes,individual,north,4634,fully furnished
965000,yes,individual,north,4635,fully furnished
260000,yes,individual,north,4636,fully furnished
769950,yes,individual,north,4637,fully furnished
2095000,yes,individual,north,4638,fully furnished
729950,yes,individual,north,4639,fully furnished
499950,yes,individual,north,4640,fully furnished
899950,yes,individual,north,4641,fully furnished
999995,yes,individual,north,4642,fully furnished
1199999,yes,individual,north,4643,fully furnished
12000000,yes,individual,north,4644,fully furnished
2619000,yes,individual,north,4645,fully furnished
1398000,yes,individual,north,4646,fully furnished
449950,yes,individual,north,4647,fully furnished
725000,yes,individual,north,4648,fully furnished
1050000,yes,individual,north,4649,fully furnished
1825000,yes,individual,north,4650,fully furnished
1445000,yes,individual,north,4651,fully furnished
660000,yes,individual,north,4652,fully furnished
721000,yes,individual,north,4653,fully furnished
695000,yes,individual,north,4654,fully furnished
197500,yes,individual,north,4655,fully furnished
625000,yes,individual,north,4656,fully furnished
299000,yes,individual,north,4657,fully furnished
949000,yes,individual,north,4658,fully furnished
550000,yes,individual,north,4659,fully furnished
749999,yes,individual,north,4660,fully furnished
849950,yes,individual,north,4661,fully furnished
634900,yes,individual,north,4662,fully furnished
1995000,yes,individual,north,4663,fully furnished
1999000,yes,individual,north,4664,fully furnished
799950,yes,individual,north,4665,fully furnished
525000,yes,individual,north,4666,fully furnished
1150000,yes,individual,north,4667,fully furnished
849999,yes,individual,north,4668,fully furnished
349999,yes,individual,north,4669,fully furnished
1092000,yes,individual,north,4670,fully furnished
296500,yes,individual,north,4671,fully furnished
1080000,yes,individual,north,4672,fully furnished
1080000,yes,individual,north,4673,fully furnished
459950,yes,individual,north,4674,fully furnished
1325000,yes,individual,north,4675,fully furnished
315000,yes,individual,north,4676,fully furnished
775000,yes,individual,north,4677,fully furnished
815000,yes,individual,north,4678,fully furnished
2975000,yes,individual,north,4679,fully furnished
530000,yes,individual,north,4680,fully furnished
1585000,yes,individual,north,4681,fully furnished
775000,yes,individual,north,4682,fully furnished
425000,yes,individual,north,4683,fully furnished
1450000,yes,individual,north,4684,fully furnished
670000,yes,individual,north,4685,fully furnished
999999,yes,individual,north,4686,fully furnished
398000,yes,individual,north,4687,fully furnished
974950,yes,individual,north,4688,fully furnished
815000,yes,individual,north,4689,fully furnished
1695000,yes,individual,north,4690,fully furnished
425000,yes,individual,north,4691,fully furnished
680000,yes,individual,north,4692,fully furnished
1075000,yes,individual,north,4693,fully furnished
1899950,yes,individual,north,4694,fully furnished
1950000,yes,individual,north,4695,fully furnished
1298000,yes,individual,north,4696,fully furnished
765000,yes,individual,north,4697,fully furnished
895000,yes,individual,north,4698,fully furnished
929000,yes,individual,north,4699,fully furnished
299000,yes,individual,north,4700,fully furnished
2650000,yes,individual,north,4701,fully furnished
675000,yes,individual,north,4702,fully furnished
1024000,yes,individual,north,4703,fully furnished
1349995,yes,individual,north,4704,fully furnished
2495000,yes,individual,north,4705,fully furnished
950000,yes,individual,north,4706,fully furnished
2799900,yes,individual,north,4707,fully furnished
975000,yes,individual,north,4708,fully furnished
699000,yes,individual,north,4709,fully furnished
1299000,yes,individual,north,4710,fully furnished
600000,yes,individual,north,4711,fully furnished
2200000,yes,individual,north,4712,fully furnished
640000,yes,individual,north,4713,fully furnished
839000,yes,individual,north,4714,fully furnished
1800000,yes,individual,north,4715,fully furnished
849900,yes,individual,north,4716,fully furnished
2275000,yes,individual,north,4717,fully furnished
1199000,yes,individual,north,4718,fully furnished
3150000,yes,individual,north,4719,fully furnished
1399000,yes,individual,north,4720,fully furnished
875000,yes,individual,north,4721,fully furnished
1499000,yes,individual,north,4722,fully furnished
2200000,yes,individual,north,4723,fully furnished
1199000,yes,individual,north,4724,fully furnished
750000,yes,individual,north,4725,fully furnished
1999999,yes,individual,north,4726,fully furnished
4050000,yes,individual,north,4727,fully furnished
2499000,yes,individual,north,4728,fully furnished
1250000,yes,individual,north,4729,fully furnished
690000,yes,individual,north,4730,fully furnished
785000,yes,individual,north,4731,fully furnished
1040000,yes,individual,north,4732,fully furnished
1120000,yes,individual,north,4733,fully furnished
5750000,yes,individual,north,4734,fully furnished
550000,yes,individual,north,4735,fully furnished
438000,yes,individual,north,4736,fully furnished
859000,yes,individual,north,4737,fully furnished
849000,yes,individual,north,4738,fully furnished
1149000,yes,individual,north,4739,fully furnished
1749500,yes,individual,north,4740,fully furnished
2299999,yes,individual,north,4741,fully furnished
849000,yes,individual,north,4742,fully furnished
290000,yes,individual,north,4743,fully furnished
935000,yes,individual,north,4744,fully furnished
1950000,yes,individual,north,4745,fully furnished
1030000,yes,individual,north,4746,fully furnished
800000,yes,individual,north,4747,fully furnished
820000,yes,individual,north,4748,fully furnished
799000,yes,individual,north,4749,fully furnished
1395000,yes,individual,north,4750,fully furnished
2295000,yes,individual,north,4751,fully furnished
724999,yes,individual,north,4752,fully furnished
850000,yes,individual,north,4753,fully furnished
2500000,yes,individual,north,4754,fully furnished
800000,yes,individual,north,4755,fully furnished
835000,yes,individual,north,4756,fully furnished
1499999,yes,individual,north,4757,fully furnished
1050000,yes,individual,north,4758,fully furnished
989000,yes,individual,north,4759,fully furnished
949000,yes,individual,north,4760,fully furnished
1349000,yes,individual,north,4761,fully furnished
1175000,yes,individual,north,4762,fully furnished
1335000,yes,individual,north,4763,fully furnished
529900,yes,individual,north,4764,fully furnished
1300000,yes,individual,north,4765,fully furnished
1249000,yes,individual,north,4766,fully furnished
925000,yes,individual,north,4767,fully furnished
998000,yes,individual,north,4768,fully furnished
1595500,yes,individual,north,4769,fully furnished
999000,yes,individual,north,4770,fully furnished
2199000,yes,individual,north,4771,fully furnished
740000,yes,individual,north,4772,fully furnished
1546000,yes,individual,north,4773,fully furnished
949000,yes,individual,north,4774,fully furnished
1749000,yes,individual,north,4775,fully furnished
560000,yes,individual,north,4776,fully furnished
695000,yes,individual,north,4777,fully furnished
1599000,yes,individual,north,4778,fully furnished
5995000,yes,individual,north,4779,fully furnished
2099000,yes,individual,north,4780,fully furnished
3595000,yes,individual,north,4781,fully furnished
879000,yes,individual,north,4782,fully furnished
650000,yes,individual,north,4783,fully furnished
1575000,yes,individual,north,4784,fully furnished
469000,yes,individual,north,4785,fully furnished
767000,yes,individual,north,4786,fully furnished
1275000,yes,individual,north,4787,fully furnished
1025000,yes,individual,north,4788,fully furnished
1400000,yes,individual,north,4789,fully furnished
1499000,yes,individual,north,4790,fully furnished
1199900,yes,individual,north,4791,fully furnished
2000000,yes,individual,north,4792,fully furnished
1300000,yes,individual,north,4793,fully furnished
585000,yes,individual,north,4794,fully furnished
590000,yes,individual,north,4795,fully furnished
739777,yes,individual,north,4796,fully furnished
3999000,yes,individual,north,4797,fully furnished
1599988,yes,individual,north,4798,fully furnished
1650000,yes,individual,north,4799,fully furnished
615000,yes,individual,north,4800,fully furnished
735000,yes,individual,north,4801,fully furnished
885000,yes,individual,north,4802,fully furnished
785000,yes,individual,north,4803,fully furnished
999900,yes,individual,north,4804,fully furnished
755500,yes,individual,north,4805,fully furnished
1300000,yes,individual,north,4806,fully furnished
690000,yes,individual,north,4807,fully furnished
849000,yes,individual,north,4808,fully furnished
850000,yes,individual,north,4809,fully furnished
900000,yes,individual,north,4810,fully furnished
449000,yes,individual,north,4811,fully furnished
479000,yes,individual,north,4812,fully furnished
670000,yes,individual,north,4813,fully furnished
650000,yes,individual,north,4814,fully furnished
1450000,yes,individual,north,4815,fully furnished
625000,yes,individual,north,4816,fully furnished
564800,yes,individual,north,4817,fully furnished
1795000,yes,individual,north,4818,fully furnished
795000,yes,individual,north,4819,fully furnished
4900000,yes,individual,north,4820,fully furnished
5295000,yes,individual,north,4821,fully furnished
3650000,yes,individual,north,4822,fully furnished
624900,yes,individual,north,4823,fully furnished
469900,yes,individual,east,4824,fully furnished
1890000,yes,individual,east,4825,fully furnished
730000,yes,individual,east,4826,fully furnished
1100000,yes,individual,east,4827,fully furnished
749000,yes,individual,east,4828,fully furnished
1235000,yes,individual,east,4829,fully furnished
1679000,yes,individual,east,4830,fully furnished
10500000,yes,individual,east,4831,fully furnished
1400000,yes,individual,east,4832,fully furnished
1250000,yes,individual,east,4833,fully furnished
4995000,yes,individual,east,4834,fully furnished
539000,yes,individual,east,4835,fully furnished
10995000,yes,individual,east,4836,fully furnished
899900,yes,individual,east,4837,fully furnished
309900,yes,individual,east,4838,fully furnished
539000,yes,individual,east,4839,fully furnished
240000,yes,individual,east,4840,fully furnished
1775000,yes,individual,east,4841,fully furnished
1149000,yes,individual,east,4842,fully furnished
2499000,yes,individual,east,4843,fully furnished
780000,yes,individual,east,4844,fully furnished
1289900,yes,individual,east,4845,fully furnished
1720000,yes,individual,east,4846,fully furnished
2295000,yes,individual,east,4847,fully furnished
450000,yes,individual,east,4848,fully furnished
1799000,yes,individual,east,4849,fully furnished
1095000,yes,individual,east,4850,fully furnished
1149000,yes,individual,east,4851,fully furnished
814900,yes,individual,east,4852,fully furnished
1635000,yes,individual,east,4853,fully furnished
1099000,yes,individual,east,4854,fully furnished
834500,yes,individual,east,4855,fully furnished
574900,yes,individual,east,4856,fully furnished
799000,yes,individual,east,4857,fully furnished
860000,yes,individual,east,4858,fully furnished
469000,yes,individual,east,4859,fully furnished
349900,yes,individual,east,4860,fully furnished
1099000,yes,individual,east,4861,fully furnished
575000,yes,individual,east,4862,fully furnished
425000,yes,individual,east,4863,fully furnished
385000,yes,individual,east,4864,fully furnished
825000,yes,individual,east,4865,fully furnished
449950,yes,individual,east,4866,fully furnished
599000,yes,individual,east,4867,fully furnished
825000,yes,individual,east,4868,fully furnished
975000,yes,individual,east,4869,fully furnished
789000,yes,individual,east,4870,fully furnished
579900,yes,individual,east,4871,fully furnished
474900,yes,individual,east,4872,fully furnished
575000,yes,individual,east,4873,fully furnished
679000,yes,individual,east,4874,fully furnished
250000,yes,individual,east,4875,fully furnished
189000,yes,individual,east,4876,fully furnished
525000,yes,individual,east,4877,fully furnished
398000,yes,individual,east,4878,fully furnished
449900,yes,individual,east,4879,fully furnished
485000,yes,individual,east,4880,fully furnished
449500,yes,individual,east,4881,fully furnished
374900,yes,individual,east,4882,fully furnished
695000,yes,individual,east,4883,fully furnished
1999000,yes,individual,east,4884,fully furnished
400000,yes,individual,east,4885,fully furnished
624900,yes,individual,east,4886,fully furnished
1494000,yes,individual,east,4887,fully furnished
535000,yes,individual,east,4888,fully furnished
579000,yes,individual,east,4889,fully furnished
899000,yes,individual,east,4890,fully furnished
749000,yes,individual,east,4891,fully furnished
1495000,yes,individual,east,4892,fully furnished
449000,yes,individual,east,4893,fully furnished
999900,yes,individual,east,4894,fully furnished
519000,yes,individual,east,4895,fully furnished
499999,yes,individual,east,4896,fully furnished
449000,yes,individual,east,4897,fully furnished
675000,yes,individual,east,4898,fully furnished
325000,yes,individual,east,4899,fully furnished
535000,yes,individual,east,4900,fully furnished
770000,yes,individual,east,4901,fully furnished
2795000,yes,individual,east,4902,fully furnished
614960,yes,individual,east,4903,fully furnished
985000,yes,individual,east,4904,fully furnished
325000,yes,individual,east,4905,fully furnished
899000,yes,individual,east,4906,fully furnished
489000,yes,individual,east,4907,fully furnished
580000,yes,individual,east,4908,fully furnished
915000,yes,individual,east,4909,fully furnished
499000,yes,individual,east,4910,fully furnished
749950,yes,individual,east,4912,fully furnished
562500,yes,individual,east,4913,fully furnished
360000,yes,individual,east,4914,fully furnished
579900,yes,individual,east,4915,fully furnished
749000,yes,individual,east,4916,fully furnished
370000,yes,individual,east,4917,fully furnished
650000,yes,individual,east,4918,fully furnished
555000,yes,individual,east,4919,fully furnished
850000,yes,individual,east,4920,fully furnished
285000,yes,individual,east,4921,fully furnished
2300000,yes,individual,east,4922,fully furnished
559900,yes,individual,east,4923,fully furnished
1050000,yes,individual,east,4924,fully furnished
549990,yes,individual,east,4925,fully furnished
799500,yes,individual,east,4926,fully furnished
395000,yes,individual,east,4927,fully furnished
870000,yes,individual,east,4928,fully furnished
339000,yes,individual,east,4929,fully furnished
725000,yes,individual,east,4930,fully furnished
799900,yes,individual,east,4931,fully furnished
390000,yes,individual,east,4932,fully furnished
465000,yes,individual,east,4933,fully furnished
525000,yes,individual,east,4934,fully furnished
339000,yes,individual,east,4935,fully furnished
750000,yes,individual,east,4936,fully furnished
1199900,yes,individual,east,4937,fully furnished
839900,yes,individual,east,4938,fully furnished
349900,yes,individual,east,4939,fully furnished
985000,yes,individual,east,4940,fully furnished
399999,yes,individual,east,4941,fully furnished
729000,yes,individual,east,4942,fully furnished
190000,yes,individual,east,4943,fully furnished
899000,yes,individual,east,4944,fully furnished
535000,yes,individual,east,4945,fully furnished
1280000,yes,individual,east,4946,fully furnished
1334900,yes,individual,east,4947,fully furnished
650000,yes,individual,east,4948,fully furnished
475000,yes,individual,east,4949,fully furnished
399900,yes,individual,east,4950,fully furnished
267800,yes,individual,east,4951,fully furnished
370000,yes,individual,east,4952,fully furnished
1125000,yes,individual,east,4954,fully furnished
429900,yes,individual,east,4955,fully furnished
499000,yes,individual,east,4956,fully furnished
799999,yes,individual,east,4957,fully furnished
389900,yes,individual,east,4958,fully furnished
530000,yes,individual,east,4959,fully furnished
350000,yes,individual,east,4960,fully furnished
2095000,yes,individual,east,4961,fully furnished
449000,yes,individual,east,4962,fully furnished
380000,yes,individual,east,4963,fully furnished
4895000,yes,individual,east,4964,fully furnished
1149000,yes,individual,east,4965,fully furnished
1499976,yes,individual,east,4966,fully furnished
150000,yes,individual,east,4967,fully furnished
1200000,yes,individual,east,4968,fully furnished
1300000,yes,individual,east,4969,fully furnished
1349900,yes,individual,east,4970,fully furnished
439000,yes,individual,east,4971,fully furnished
697500,yes,individual,east,4972,fully furnished
1495000,yes,individual,east,4973,fully furnished
1225000,yes,individual,east,4974,fully furnished
915000,yes,individual,east,4975,fully furnished
699950,yes,individual,east,4976,fully furnished
669950,yes,individual,east,4977,fully furnished
849900,yes,individual,east,4978,fully furnished
369000,yes,individual,east,4979,fully furnished
850000,yes,individual,east,4980,fully furnished
310000,yes,individual,east,4981,fully furnished
550000,yes,individual,east,4982,fully furnished
300000,yes,individual,east,4983,fully furnished
325000,yes,individual,east,4984,fully furnished
279900,yes,individual,east,4985,fully furnished
589000,yes,individual,east,4986,fully furnished
825000,yes,individual,east,4987,fully furnished
499000,yes,individual,east,4988,fully furnished
569900,yes,individual,east,4989,fully furnished
587206,yes,individual,east,4990,fully furnished
189000,yes,individual,east,4991,fully furnished
400000,yes,individual,east,4992,fully furnished
40000,yes,individual,east,4993,fully furnished
370000,yes,individual,east,4994,fully furnished
1100000,yes,individual,east,4995,fully furnished
375000,yes,individual,east,4996,fully furnished
1330000,yes,individual,east,4997,fully furnished
799900,yes,individual,east,4998,fully furnished
849000,yes,individual,east,4999,fully furnished
475000,yes,individual,east,5000,fully furnished
1425000,yes,individual,east,5001,fully furnished
345000,yes,individual,east,5002,fully furnished
445000,yes,individual,east,5003,fully furnished
3250000,yes,individual,east,5004,fully furnished
599900,yes,individual,east,5005,fully furnished
459362,yes,individual,east,5006,fully furnished
295000,yes,individual,east,5007,fully furnished
1349000,yes,individual,east,5008,fully furnished
559900,yes,individual,east,5009,fully furnished
419000,yes,individual,east,5010,fully furnished
1295000,yes,individual,east,5011,fully furnished
1375000,yes,individual,east,5012,fully furnished
2995000,yes,individual,east,5013,fully furnished
1130000,yes,individual,east,5014,fully furnished
