CarpetArea,Pricepersqft,priceinr,Status,YearBuilt,floor
2100,393,32667,under construction,2022,2
3750,260,21612,under construction,2022,2
2673,295,24521,under construction,2022,2
1996,291,24188,under construction,2022,2
2273,209,17373,under construction,2022,2
1475,390,32417,under construction,2022,2
1976,344,28594,under construction,2022,2
1049,238,19783,under construction,2022,2
552,342,28428,under construction,2022,2
1609,326,27098,under construction,2022,2
1251,318,26433,under construction,2022,2
1506,299,24853,under construction,2022,2
960,505,41976,under construction,2022,2
1825,246,20448,under construction,2022,2
984,381,31669,under construction,2022,2
1760,395,32833,under construction,2022,2
4072,491,40812,under construction,2022,2
1272,314,26100,under construction,2022,2
2405,260,21612,under construction,2022,2
3727,401,33332,under construction,2022,2
2202,243,20199,under construction,2022,2
1855,312,25934,under construction,2022,2
2759,326,27098,under construction,2022,2
2322,323,26848,under construction,2022,2
3377,443,36823,under construction,2022,2
1656,271,22526,under construction,2022,2
3113,321,26682,under construction,2022,2
1947,326,27098,under construction,2022,2
2139,234,19451,under construction,2022,2
1660,270,22443,under construction,2022,2
2263,298,24770,under construction,2022,2
824,394,32750,under construction,2022,2
1098,487,40480,under construction,2022,2
3322,232,19284,under construction,2022,2
5382,519,43140,under construction,2022,2
1986,310,25768,under construction,2022,2
3497,282,23440,under construction,2022,2
779,417,34662,under construction,2022,2
3860,233,19367,under construction,2022,2
1862,263,21861,under construction,2022,2
2222,261,21695,under construction,2022,2
3691,248,20614,under construction,2022,2
1680,297,24687,under construction,2022,2
2346,224,18619,under construction,2022,2
2124,265,22027,under construction,2022,2
1288,280,23274,under construction,2022,2
1615,359,29841,under construction,2022,2
4208,178,14796,under construction,2022,2
1097,337,28012,under construction,2022,2
2728,238,19783,under construction,2022,2
1262,440,36573,under construction,2022,2
3474,245,20365,under construction,2022,2
700,407,33830,under construction,2022,2
5520,417,34662,under construction,2022,2
1504,372,30921,under construction,2022,2
2938,357,29674,under construction,2022,2
1935,284,23607,under construction,2022,2
2620,305,25352,under construction,2022,2
879,449,37321,under construction,2022,2
3141,277,23025,under construction,2022,2
1044,325,27014,under construction,2022,2
2230,325,27014,under construction,2022,2
2433,329,27347,under construction,2022,2
1200,325,27014,under construction,2022,2
1276,364,30256,under construction,2022,2
1183,444,36906,under construction,2022,2
1947,326,27098,under construction,2022,2
1188,631,52449,under construction,2022,2
1691,710,59016,under construction,2022,2
1163,722,60013,under construction,2022,2
498,703,58434,under construction,2022,2
1332,739,61426,under construction,2022,2
1100,364,30256,under construction,2022,2
689,1058,87941,under construction,2022,2
3440,538,44719,under construction,2022,2
2010,447,37155,under construction,2022,2
1229,435,36158,under construction,2022,2
1630,785,65250,under construction,2022,2
2235,597,49623,under construction,2022,2
2140,304,25269,under construction,2022,2
1942,245,20365,under construction,2022,2
599,668,55525,under construction,2022,2
493,543,45135,under construction,2022,2
610,607,50454,under construction,2022,2
3216,404,33581,under construction,2022,2
866,496,41228,under construction,2022,2
966,517,42974,under construction,2022,2
2213,361,30007,under construction,2022,2
888,439,36490,under construction,2022,2
1500,353,29342,under construction,2022,2
740,473,39316,under construction,2022,2
2844,737,61260,under construction,2022,2
848,529,43971,under construction,2022,2
627,606,50371,under construction,2022,2
4905,998,82954,under construction,2022,2
2228,516,42890,under construction,2022,2
3585,418,34745,under construction,2022,2
754,199,16541,under construction,2022,2
2703,444,36906,under construction,2022,2
2514,517,42974,under construction,2022,2
2571,525,43638,under construction,2022,2
698,629,52283,under construction,2022,2
1864,374,31087,under construction,2022,2
2500,598,49706,under construction,2022,2
1299,514,42724,under construction,2022,2
1304,702,58351,under construction,2022,2
1358,515,42807,under construction,2022,2
1468,456,37903,under construction,2022,2
2394,355,29508,under construction,2022,2
535,690,57353,under construction,2022,2
2016,422,35077,under construction,2022,2
635,488,40563,under construction,2022,2
746,737,61260,under construction,2022,2
583,515,42807,under construction,2020,2
1408,231,19201,under construction,2020,2
440,636,52865,under construction,2020,2
746,790,65665,under construction,2020,2
959,860,71484,under construction,2020,2
579,862,71650,under construction,2020,2
994,573,47628,under construction,2020,2
1500,391,32500,under construction,2020,2
731,259,21529,under construction,2020,2
994,402,33415,under construction,2020,2
592,583,48459,under construction,2020,2
1235,300,24936,under construction,2020,2
2142,514,42724,under construction,2020,2
900,339,28178,under construction,2020,2
3143,423,35160,under construction,2020,2
1724,464,38568,under construction,2020,2
1038,240,19949,under construction,2020,2
748,635,52782,under construction,2020,2
2775,514,42724,under construction,2020,2
803,430,35742,under construction,2020,2
781,570,47379,under construction,2020,2
3372,964,80128,under construction,2020,2
1354,443,36823,under construction,2020,2
1344,342,28428,under construction,2020,2
590,500,41560,under construction,2020,2
2826,477,39649,under construction,2020,2
653,857,71234,under construction,2020,2
1248,336,27929,under construction,2020,2
1299,514,42724,under construction,2020,2
2600,529,43971,under construction,2020,2
4745,631,52449,under construction,2020,2
1644,687,57104,under construction,2020,2
1151,804,66829,under construction,2020,2
1818,822,68325,under construction,2020,2
2535,587,48792,under construction,2020,2
1198,831,69073,under construction,2020,2
1167,1195,99329,under construction,2020,2
1446,1034,85947,under construction,2020,2
1250,719,59764,under construction,2020,2
2148,651,54112,under construction,2020,2
1458,950,78964,under construction,2020,2
913,437,36324,under construction,2020,2
1208,1155,96004,under construction,2020,2
1748,571,47462,under construction,2020,2
1842,814,67660,under construction,2020,2
1510,926,76970,under construction,2020,2
1029,1215,100991,under construction,2020,2
365,1036,86113,under construction,2020,2
3785,525,43638,under construction,2020,2
1560,1087,90352,under construction,2020,2
1979,1207,100326,under construction,2020,2
2470,727,60429,under construction,2020,2
1158,993,82539,under construction,2020,6
2040,386,32085,under construction,2020,6
1598,563,46797,under construction,2020,6
2030,1180,98082,under construction,2020,6
945,951,79048,under construction,2020,6
2153,1159,96337,under construction,2020,6
4748,600,49872,under construction,2020,6
1480,740,61509,under construction,2020,6
1575,609,50621,under construction,2020,6
896,809,67245,under construction,2020,6
1480,913,75889,under construction,2020,6
1518,985,81874,under construction,2020,6
2905,1134,94259,under construction,2020,6
5800,560,46548,under construction,2020,6
1900,524,43555,under construction,2020,6
2008,746,62008,under construction,2020,6
2760,1123,93344,under construction,2020,6
4526,441,36656,under construction,2020,6
1015,1079,89687,under construction,2020,6
1325,977,81209,under construction,2020,6
930,968,80461,under construction,2020,6
3541,592,49208,under construction,2020,6
9252,360,29924,under construction,2020,6
1267,867,72066,under construction,2020,6
2294,826,68658,under construction,2020,6
1369,948,78798,under construction,2020,6
2386,498,41394,under construction,2020,6
1388,863,71733,under construction,2020,6
2444,1185,98498,under construction,2020,6
1626,812,67494,under construction,2020,6
2680,1304,108389,under construction,2020,6
1198,831,69073,under construction,2020,6
1952,845,70237,under construction,2020,6
580,1014,84284,under construction,2020,6
442,1188,98747,under construction,2020,6
3250,800,66496,under construction,2020,6
616,974,80959,under construction,2020,6
1265,632,52532,under construction,2020,6
900,776,64502,under construction,2020,6
2280,919,76388,under construction,2020,6
1520,888,73811,under construction,2020,6
2196,1592,132328,under construction,2020,6
1316,1212,100742,under construction,2020,6
2100,380,31586,under construction,2020,6
1870,799,66413,under construction,2020,6
1110,1160,96420,under construction,2020,6
1243,1006,83619,under construction,2020,6
1480,913,75889,under construction,2020,6
2261,880,73146,under construction,2020,6
1207,1201,99828,under construction,2020,6
1408,1242,103236,under construction,2020,6
1271,786,65333,under construction,2020,6
1233,811,67411,under construction,2020,6
704,753,62590,under construction,2020,6
1464,202,16791,under construction,2020,6
1456,824,68491,under construction,2020,6
920,668,55525,under construction,2020,6
831,818,67993,under construction,2020,6
4505,844,70154,under construction,2020,6
2151,1069,88856,under construction,2020,6
896,642,53364,under construction,2020,6
5600,411,34163,under construction,2020,6
1481,1147,95339,under construction,2020,6
1546,905,75224,under construction,2020,6
1563,691,57436,under construction,2020,6
1342,781,64917,under construction,2020,6
2661,1169,97168,under construction,2020,6
1243,804,66829,under construction,2020,6
1626,861,71567,under construction,2020,6
2342,1067,88690,ready,2020,6
5512,543,45135,ready,2020,6
888,1042,86612,ready,2020,6
1123,883,73395,ready,2020,6
1464,880,73146,ready,2020,6
1794,538,44719,ready,2020,6
4003,949,78881,ready,2020,6
1154,866,71982,ready,2020,6
863,1156,96087,ready,2020,6
677,731,60761,ready,2020,6
1156,1112,92430,ready,2020,6
2274,715,59431,ready,2020,6
3253,581,48293,ready,2020,6
871,768,63837,ready,2020,6
1884,530,44054,ready,2020,6
3843,1171,97334,ready,2020,6
1442,807,67078,ready,2020,6
730,616,51202,ready,2020,6
2300,1125,93510,ready,2020,6
1178,577,47961,ready,2020,6
1882,1375,114290,ready,2020,6
1440,174,14463,ready,2020,6
1974,1113,92513,ready,2020,6
2534,730,60678,ready,2020,6
2159,1064,88440,ready,2020,6
2813,551,45800,ready,2020,6
1441,548,45550,ready,2020,6
1847,784,65167,ready,2020,6
982,815,67743,ready,2020,6
914,654,54361,ready,2020,6
2039,971,80710,ready,2020,6
1148,644,53530,ready,2020,6
1436,696,57852,ready,2020,6
2155,787,65416,ready,2020,6
1598,1063,88357,ready,2020,6
990,828,68824,ready,2020,6
1176,577,47961,ready,2020,6
1164,632,52532,ready,2020,6
1100,227,18869,ready,2020,6
1260,758,63005,ready,2020,6
1307,580,48210,ready,2020,6
1246,641,53280,ready,2020,6
1214,1227,101989,ready,2020,6
3781,1111,92347,ready,2020,6
1130,730,60678,ready,2020,6
1041,1344,111714,ready,2020,6
3828,520,43223,ready,2020,6
1104,724,60179,ready,2020,6
1000,230,19118,ready,2020,6
924,1080,89770,ready,2020,6
2224,598,49706,ready,2020,6
1828,916,76138,ready,2020,6
1172,1066,88606,ready,2020,6
1442,520,43223,ready,2020,6
1405,889,73894,ready,2020,6
1596,783,65083,ready,2020,6
1442,807,67078,ready,2020,6
1489,279,23191,ready,2020,6
3065,199,16541,ready,2020,6
2275,193,16043,ready,2020,6
1333,292,24272,ready,2020,6
1668,281,23357,ready,2020,6
2663,315,26183,ready,2020,6
1334,326,27098,ready,2020,6
1599,278,23108,ready,2020,6
4706,466,38734,ready,2020,6
615,524,43555,ready,2020,6
1274,271,22526,ready,2020,6
2297,202,16791,ready,2015,6
2426,237,19700,ready,2015,6
2218,289,24022,ready,2015,6
1319,235,19534,ready,2015,6
1136,219,18204,ready,2015,6
2667,214,17788,ready,2015,6
3648,329,27347,ready,2015,6
1444,294,24438,ready,2015,6
1608,261,21695,ready,2015,6
2034,229,19035,ready,2015,6
2300,224,18619,ready,2015,6
1499,324,26931,ready,2015,6
2338,385,32002,ready,2015,6
2079,246,20448,ready,2015,6
1432,293,24355,ready,2015,6
3433,204,16957,ready,2015,6
947,258,21445,ready,2015,6
1998,420,34911,ready,2015,6
3206,250,20780,ready,2015,6
1870,214,17788,ready,2015,6
1179,454,37737,ready,2015,6
1316,292,24272,ready,2015,6
1840,231,19201,ready,2015,6
2522,214,17788,ready,2015,6
2254,244,20282,ready,2015,6
1559,320,26599,ready,2015,6
520,596,49540,ready,2015,6
1935,225,18702,ready,2015,6
1678,279,23191,ready,2015,6
1314,278,23108,ready,2015,6
1370,303,25186,ready,2015,6
1109,220,18287,ready,2015,6
1130,265,22027,ready,2015,6
1263,293,24355,ready,2015,6
1424,337,28012,ready,2015,6
1406,213,17705,ready,2015,6
1225,290,24105,ready,2015,6
1512,192,15960,ready,2015,6
1300,215,17871,ready,2015,6
1155,329,27347,ready,2015,6
888,372,30921,ready,2015,6
4708,340,28261,ready,2015,6
1173,281,23357,ready,2015,6
1536,309,25685,ready,2015,6
3139,231,19201,ready,2015,6
1118,201,16708,ready,2015,6
1118,170,14131,ready,2015,6
1346,308,25601,ready,2015,6
1747,246,20448,ready,2015,6
1086,267,22194,ready,2015,6
1317,323,26848,ready,2015,6
3285,196,16292,ready,2015,6
2996,668,55525,ready,2015,6
1002,329,27347,ready,2015,6
1914,431,35825,ready,2015,6
1156,238,19783,ready,2015,6
1999,295,24521,ready,2015,6
4391,285,23690,ready,2015,6
2203,234,19451,ready,2015,6
1560,282,23440,ready,2015,6
2638,216,17954,ready,2015,6
2424,248,20614,ready,2015,6
2240,350,29092,ready,2015,6
2440,258,21445,ready,2015,6
1331,292,24272,ready,2015,6
1732,230,19118,ready,2015,6
2852,403,33498,ready,2015,6
1000,235,19534,ready,2015,6
1678,279,23191,ready,2015,6
2434,197,16375,ready,2015,6
1728,550,45716,ready,2015,6
1193,293,24355,ready,2015,6
1783,210,17456,ready,2015,6
3275,275,22858,ready,2015,6
4524,419,34828,ready,2015,6
1886,191,15876,ready,2015,6
1880,320,26599,ready,2015,6
2212,264,21944,ready,2015,6
1967,179,14879,ready,2015,6
2419,206,17123,ready,2015,6
1680,217,18038,ready,2015,6
1474,261,21695,ready,2015,6
2169,507,42142,ready,2015,6
2972,210,17456,ready,2015,6
3453,203,16874,ready,2015,6
1282,226,18786,ready,2015,6
1554,347,28843,ready,2015,6
1686,211,17539,ready,2015,6
2146,191,15876,ready,2015,6
1440,243,20199,ready,2015,6
6008,583,48459,ready,2015,6
5884,441,36656,ready,2015,6
1356,313,26017,ready,2015,6
5962,269,22360,ready,2015,6
1412,191,15876,ready,2015,6
1698,215,17871,ready,2015,6
6059,462,38402,ready,2015,6
1594,232,19284,ready,2015,6
4166,437,36324,ready,2015,6
2765,307,25518,ready,2015,6
2395,190,15793,ready,2015,6
3895,433,35991,ready,2015,6
2185,201,16708,ready,2015,6
1415,565,46963,ready,2015,6
1623,216,17954,ready,2015,6
1727,213,17705,ready,2015,6
2553,202,16791,ready,2015,6
2838,352,29259,ready,2015,6
2186,245,20365,ready,2015,6
3284,259,21529,ready,2015,6
914,415,34495,ready,2015,6
22200,470,39067,ready,2015,6
1870,254,21113,ready,2015,6
3856,220,18287,ready,2015,6
2353,262,21778,ready,2015,6
1060,231,19201,ready,2015,6
2964,207,17206,ready,2015,6
3327,268,22277,ready,2015,6
1236,210,17456,ready,2015,6
4570,179,14879,ready,2015,6
1408,323,26848,ready,2015,6
2819,443,36823,ready,2015,6
1476,261,21695,ready,2015,6
2402,167,13882,ready,2015,6
2261,203,16874,ready,2015,6
2410,220,18287,ready,2015,6
1650,230,19118,ready,2015,6
1178,221,18370,ready,2015,6
1326,215,17871,ready,2015,6
1953,187,15544,ready,2015,6
2419,205,17040,ready,2015,6
3585,176,14630,ready,2015,6
2084,230,19118,ready,2015,6
1803,288,23939,ready,2015,6
1173,216,17954,ready,2015,6
1045,373,31004,ready,2015,6
4309,427,35493,ready,2015,6
3501,484,40231,ready,2015,6
1808,249,20697,ready,2015,6
2328,210,17456,ready,2015,6
1998,275,22858,ready,2015,6
2139,249,20697,ready,2015,6
1176,531,44137,ready,2015,6
2572,179,14879,ready,2015,6
1298,250,20780,ready,2015,6
1508,216,17954,ready,2015,6
3190,219,18204,ready,2015,6
1389,288,23939,ready,2015,6
2186,245,20365,ready,2015,6
1655,287,23856,ready,2015,6
1425,256,21279,ready,2015,6
1583,347,28843,ready,2015,6
1543,239,19866,ready,2015,6
2323,200,16624,ready,2015,6
1873,240,19949,ready,2015,6
1246,319,26516,ready,2015,6
2034,258,21445,ready,2015,6
4547,264,21944,ready,2015,6
1013,252,20947,ready,2015,6
1394,264,21944,ready,2015,6
742,243,20199,ready,2015,6
3484,344,28594,ready,2015,6
3559,379,31503,ready,2015,6
1937,307,25518,ready,2015,6
1740,250,20780,ready,2015,6
1959,230,19118,ready,2015,6
1731,257,21362,ready,2015,6
2920,217,18038,ready,2015,6
1725,246,20448,ready,2015,6
1757,236,19617,ready,2015,6
3847,246,20448,ready,2015,6
3590,537,44636,ready,2015,6
1546,263,21861,ready,2015,6
1498,300,24936,ready,2015,6
1844,228,18952,ready,2015,6
2141,298,24770,ready,2015,6
800,194,16126,ready,2015,6
2684,287,23856,ready,2015,6
1719,287,23856,ready,2015,6
1492,288,23939,ready,2015,6
1983,297,24687,ready,2015,6
1654,284,23607,ready,2015,6
2228,448,37238,ready,2015,6
1218,180,14962,ready,2015,6
955,134,11139,ready,2015,6
1048,215,17871,ready,2015,6
2549,294,24438,ready,2015,6
2089,285,23690,ready,2015,6
1646,253,21030,ready,2015,6
1971,226,18786,ready,2015,6
2190,235,19534,ready,2015,6
1939,222,18453,ready,2015,6
1128,230,19118,ready,2015,6
851,264,21944,ready,2015,6
1109,271,22526,ready,2015,6
3106,257,21362,ready,2015,6
2321,231,19201,ready,2015,6
1483,235,19534,ready,2015,6
1100,327,27181,ready,2015,6
1311,332,27596,ready,2015,6
1360,276,22942,ready,2015,6
3382,226,18786,ready,2015,6
1325,245,20365,ready,2015,6
692,267,22194,ready,2015,6
1176,327,27181,ready,2015,6
627,260,21612,ready,2015,6
1171,295,24521,ready,2015,6
2034,211,17539,ready,2015,6
1257,238,19783,ready,2015,6
1967,247,20531,ready,2015,6
2947,397,32999,ready,2015,6
3696,486,40397,ready,2015,6
735,204,16957,ready,2015,6
2120,224,18619,ready,2015,6
1467,297,24687,ready,2015,6
1150,170,14131,ready,2015,6
1426,140,11637,ready,2015,6
1064,193,16043,ready,2015,6
535,372,30921,ready,2015,6
675,237,19700,ready,2015,6
1510,242,20116,ready,2015,6
700,241,20032,ready,2015,6
1248,264,21944,ready,2015,6
2952,215,17871,ready,2015,6
1350,185,15378,ready,2015,6
1912,248,20614,ready,2015,6
1408,192,15960,ready,2015,6
2226,301,25020,ready,2015,6
1646,253,21030,ready,2015,6
1753,351,29176,ready,2015,6
3104,188,15627,ready,2015,6
2034,320,26599,ready,2015,6
1080,574,47711,ready,2015,6
1359,254,21113,ready,2015,6
2177,197,16375,ready,2015,6
1564,237,19700,ready,2015,6
2286,225,18702,ready,2015,6
940,197,16375,ready,2015,6
1822,225,18702,ready,2015,6
1030,228,18952,ready,2015,6
9147,869,72232,ready,2015,6
2083,206,17123,ready,2015,6
2580,210,17456,ready,2015,6
1363,220,18287,ready,2015,6
1676,337,28012,ready,2015,6
1563,240,19949,ready,2015,6
1061,188,15627,ready,2015,6
1250,262,21778,ready,2015,6
1250,262,21778,ready,2015,6
1250,262,21778,ready,2015,6
3477,167,13882,ready,2015,6
1900,203,16874,ready,2015,6
1592,232,19284,ready,2015,6
3573,266,22110,ready,2015,6
1673,200,16624,ready,2015,6
2524,178,14796,ready,2015,6
4619,345,28677,ready,2015,6
1973,210,17456,ready,2015,6
4010,448,37238,ready,2015,6
1895,210,17456,ready,2015,6
3857,189,15710,ready,2015,6
1713,467,38818,ready,2015,6
2017,297,24687,ready,2015,6
1223,473,39316,ready,2015,6
1897,179,14879,ready,2015,6
1316,494,41062,ready,2015,6
2320,356,29591,ready,2015,6
1753,255,21196,ready,2015,6
886,423,35160,ready,2015,6
3127,240,19949,ready,2015,6
2048,369,30672,ready,2015,6
2257,295,24521,ready,2015,6
1214,284,23607,ready,2015,6
893,448,37238,ready,2015,6
1113,358,29757,ready,2015,6
2154,227,18869,ready,2015,6
3129,319,26516,ready,2015,6
1075,363,30173,ready,2015,6
980,296,24604,ready,2015,6
1859,188,15627,ready,2015,6
1985,201,16708,ready,2015,6
1353,236,19617,ready,2015,6
2083,204,16957,ready,2015,6
1976,212,17622,ready,2015,6
2229,191,15876,ready,2015,6
2196,205,17040,ready,2015,6
1508,192,15960,ready,2015,6
1528,277,23025,ready,2015,6
1528,276,22942,ready,2015,6
1231,504,41893,ready,2015,6
2136,293,24355,ready,2015,6
1477,240,19949,ready,2015,6
2644,180,14962,ready,2015,6
3832,385,32002,ready,2015,6
1085,415,34495,ready,2015,6
1574,203,16874,ready,2015,6
1366,283,23523,ready,2015,6
1359,284,23607,ready,2015,6
1724,212,17622,ready,2015,6
2013,190,15793,ready,2015,6
1366,283,23523,ready,2015,6
1366,290,24105,ready,2015,6
3389,229,19035,ready,2015,6
1008,173,14380,ready,2015,6
2005,459,38153,ready,2015,6
2685,168,13965,ready,2015,6
1434,251,20864,ready,2015,6
1753,255,21196,ready,2015,6
1907,231,19201,ready,2015,6
1817,294,24438,ready,2015,6
944,307,25518,ready,2015,6
1444,412,34246,ready,2015,6
2250,364,30256,ready,2015,6
896,112,9310,ready,2015,6
2689,201,16708,ready,2015,6
2313,681,56605,ready,2015,6
2874,418,34745,ready,2015,6
803,293,24355,ready,2015,6
1900,282,23440,ready,2015,6
1999,315,26183,ready,2015,6
1178,270,22443,ready,2015,6
854,416,34578,ready,2015,6
1195,351,29176,ready,2015,6
1829,273,22692,ready,2015,6
1491,500,41560,ready,2015,6
2082,245,20365,ready,2015,6
1571,297,24687,ready,2015,6
2112,324,26931,ready,2015,6
1633,251,20864,ready,2015,6
616,294,24438,ready,2015,6
2325,172,14297,ready,2015,6
2339,192,15960,ready,2015,6
2611,402,33415,ready,2015,6
2926,427,35493,ready,2015,6
784,134,11139,ready,2015,6
2371,289,24022,ready,2015,6
2958,220,18287,ready,2015,6
1024,190,15793,ready,2015,6
1531,238,19783,ready,2015,6
5249,619,51452,ready,2015,6
1059,392,32584,ready,2015,6
3325,1248,103734,ready,2015,6
1769,405,33664,ready,2015,6
1093,387,32168,ready,2015,6
1762,293,24355,ready,2015,6
1259,337,28012,ready,2015,6
1261,412,34246,ready,2015,6
863,323,26848,ready,2015,6
2313,251,20864,ready,2015,6
2146,191,15876,ready,2015,6
2472,485,40314,ready,2015,6
908,300,24936,ready,2015,6
1216,226,18786,ready,2015,6
1056,346,28760,ready,2015,6
1657,432,35908,ready,2015,6
1650,364,30256,ready,2015,6
1963,364,30256,ready,2015,6
1942,350,29092,ready,2015,6
2496,351,29176,ready,2015,6
2045,332,27596,ready,2015,6
2270,198,16458,ready,2015,6
1005,224,18619,ready,2015,6
1069,355,29508,ready,2015,6
2695,382,31752,ready,2015,6
1790,263,21861,ready,2015,6
2980,369,30672,ready,2015,6
1994,491,40812,ready,2015,6
1609,233,19367,ready,2015,6
2511,272,22609,ready,2015,6
2625,380,31586,ready,2015,6
825,594,49374,ready,2015,6
2501,216,17954,ready,2015,6
2798,193,16043,ready,2015,6
1209,289,24022,ready,2015,6
995,285,23690,ready,2015,6
1627,344,28594,ready,2015,6
2284,197,16375,ready,2015,6
1358,313,26017,ready,2015,6
1200,183,15211,ready,2015,6
3580,517,42974,ready,2015,6
1448,335,27846,ready,2015,6
1256,271,22526,ready,2015,6
1680,223,18536,ready,2015,6
1762,293,24355,ready,2015,6
